location_name,location_id,sex_name,age_name,n_years,weighted_r,weighted_se,weighted_t,weighted_p,fit_status,weighted_fdr,bh_family
Republic of Maldives,14,Male,25-29 years,30,0.646530749385605,0.144172266762827,4.48443215815696,0.000113360343663946,ok,0.000456601244862444,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Mali,211,Male,25-29 years,30,0.630357520965778,0.1467078481397,4.29668575307252,0.00018879049364784,ok,0.000711658078229032,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Malta,88,Male,25-29 years,30,0.0230500523337873,0.188932026239164,0.122001826755454,0.903768985857885,ok,0.929956711889314,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Mauritius,183,Male,25-29 years,30,0.139077203528833,0.187145620484099,0.74314965623601,0.463581269953016,ok,0.559842233041266,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Moldova,61,Male,25-29 years,30,-0.500685962859584,0.16358850450743,-3.06064270449299,0.00483214485763451,ok,0.0118765969994872,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Mozambique,184,Male,25-29 years,30,0.144491929537416,0.186999052929091,0.772688028490745,0.446180920800125,ok,0.542741295452414,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Namibia,195,Male,25-29 years,30,-0.290896607068727,0.180809604279899,-1.60885594671403,0.118866566838175,ok,0.185940123497877,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Nauru,369,Male,25-29 years,30,0.301916367766947,0.180163269888575,1.67579311784069,0.104912016155211,ok,0.167280400931619,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Nicaragua,131,Male,25-29 years,30,-0.35225762182173,0.176869056474446,-1.99162945086794,0.0562473574401223,ok,0.0970476794041513,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Niue,374,Male,25-29 years,30,0.334466634489287,0.178098294530758,1.87798898002094,0.0708342273834183,ok,0.11861569317513,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Palau,380,Male,25-29 years,30,0.259656156318579,0.182500360125463,1.42277065174049,0.165849145616267,ok,0.244231353289688,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Panama,132,Male,25-29 years,30,0.0718026334152632,0.18849444685214,0.380927049121968,0.706132378756616,ok,0.775448730059514,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Paraguay,136,Male,25-29 years,30,-0.192822967000095,0.185435713099608,-1.03983727717281,0.307311803695343,ok,0.404615541084073,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Peru,123,Male,25-29 years,30,-0.0523450717677768,0.188723152628169,-0.277364335211745,0.783537942190313,ok,0.838158415643432,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Poland,51,Male,25-29 years,30,-0.211952816844278,0.184688541240166,-1.14762299502197,0.260835603707803,ok,0.355293744563496,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Rwanda,185,Male,25-29 years,30,0.929175652138424,0.0698551070515487,13.3014705918746,1.26439788034899e-13,ok,5.28305042054252e-12,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of San Marino,396,Male,25-29 years,30,-0.251718481696389,0.182897102801828,-1.37628468598068,0.179641459593975,ok,0.260674299556513,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Senegal,216,Male,25-29 years,30,-0.718704538550513,0.131402297526513,-5.46949750559348,7.69743324213775e-06,ok,4.30559652963447e-05,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Serbia,53,Male,25-29 years,30,0.327081361354697,0.178587491868667,1.83149087280554,0.0776870176611145,ok,0.128233497024629,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Seychelles,186,Male,25-29 years,30,-0.29975991395196,0.180291826332785,-1.66263729226781,0.107541064965149,ok,0.170687603340567,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Sierra Leone,217,Male,25-29 years,30,-0.405219733303447,0.172771212026347,-2.34541234358912,0.0263208579294932,ok,0.050852777325617,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Singapore,69,Male,25-29 years,30,0.689585097596183,0.136861816804561,5.03854993084677,2.49589802504195e-05,ok,0.000121059781130706,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Slovenia,55,Male,25-29 years,30,0.755974546256996,0.123707963338133,6.11096105584308,1.35843245300658e-06,ok,9.31036313641662e-06,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of South Africa,196,Male,25-29 years,30,-0.393005320669543,0.173776007090144,-2.26156261298878,0.0316813695522089,ok,0.0593897241119246,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of South Sudan,435,Male,25-29 years,30,0.39956744852782,0.173240734041738,2.3064289743286,0.0287011961528998,ok,0.0548406326491771,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Sudan,522,Male,25-29 years,30,0.280692013540685,0.181384752227184,1.54749509037628,0.132973446796842,ok,0.203509229254831,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Suriname,118,Male,25-29 years,30,-0.184509594528275,0.185737546162687,-0.993388780783523,0.32902824978725,ok,0.427367030060743,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Tajikistan,39,Male,25-29 years,30,0.397280632217985,0.173428463974598,2.29074641562976,0.0297126951862616,ok,0.0564622613183316,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Trinidad and Tobago,119,Male,25-29 years,30,-0.571369885126629,0.155096335773515,-3.68396765969373,0.000973843682794172,ok,0.00294445500604201,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Tunisia,154,Male,25-29 years,30,0.103604389846447,0.187965244736185,0.55118907749068,0.585875998217687,ok,0.669903713095595,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Turkey,155,Male,25-29 years,30,-0.403737224898933,0.172895122342058,-2.33515682472622,0.0269290029367245,ok,0.0518256282933188,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Uganda,190,Male,25-29 years,30,0.365382211211683,0.175915547892616,2.07703193713567,0.0470891633505838,ok,0.0830647093081509,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Uzbekistan,41,Male,25-29 years,30,0.191681116006774,0.18547798769727,1.03344401341915,0.310240153299502,ok,0.407851725414205,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Vanuatu,30,Male,25-29 years,30,-0.537200924262402,0.159397881211454,-3.37018861342179,0.00220554481181695,ok,0.00599438041330815,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Yemen,157,Male,25-29 years,30,0.110676480946115,0.187821221660138,0.589265046664342,0.560408327328355,ok,0.645979133024567,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Zambia,191,Male,25-29 years,30,-0.336081215196741,0.177989708449662,-1.88820588630712,0.0694004724296324,ok,0.116665457288398,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of Zimbabwe,198,Male,25-29 years,30,0.423337068209618,0.171212662945373,2.47258036249742,0.0197531122150052,ok,0.0394607103465656,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of the Congo,170,Male,25-29 years,30,0.167883796049845,0.186299972301192,0.901147724157614,0.375196037452711,ok,0.475403674784801,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of the Gambia,206,Male,25-29 years,30,-0.233097766445728,0.183776400559991,-1.26837703717914,0.215108063925935,ok,0.303126682525454,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of the Marshall Islands,24,Male,25-29 years,30,-0.609522976709745,0.149819145837203,-4.06839174862249,0.000349709510276189,ok,0.0012164419073599,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of the Niger,213,Male,25-29 years,30,0.681234180303291,0.138347387758201,4.92408415758403,3.41315440445509e-05,ok,0.000159311163858011,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of the Philippines,16,Male,25-29 years,30,-0.672644924915128,0.139840317733417,-4.81009293898644,4.66125256542817e-05,ok,0.00020912320694573,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Republic of the Union of Myanmar,15,Male,25-29 years,30,-0.39419717935549,0.173679567820021,-2.26968079379369,0.0311222194029043,ok,0.0586905148935683,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Romania,52,Male,25-29 years,30,-0.193986579938804,0.185392364498692,-1.04635690074589,0.304345502793258,ok,0.401624887247724,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Russian Federation,62,Male,25-29 years,30,0.352479263897947,0.176853285494135,1.99306030935816,0.0560818589861944,ok,0.096858509444284,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Saint Kitts and Nevis,393,Male,25-29 years,30,-0.16759734487429,0.186309183309347,-0.899565667656929,0.376023139475104,ok,0.476054965213642,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Saint Lucia,116,Male,25-29 years,30,-0.408989920209138,0.172453642338965,-2.3715934013458,0.0248246493794799,ok,0.0482037424681054,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Saint Vincent and the Grenadines,117,Male,25-29 years,30,0.164892205123099,0.186395370946664,0.884636803401531,0.383886324351834,ok,0.484467894051004,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Slovak Republic,54,Male,25-29 years,30,0.404543242441148,0.172827821523868,2.34072985977712,0.0265969577388308,ok,0.0512434719101473,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Socialist Republic of Viet Nam,20,Male,25-29 years,30,-0.509033980947005,0.16266578425028,-3.12932423553682,0.00406926445369059,ok,0.0102743544469457,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
Solomon Islands,28,Male,25-29 years,30,-0.369078095528514,0.17563978553939,-2.10133538022194,0.0447367304412956,ok,0.0795217740494173,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
State of Eritrea,178,Male,25-29 years,30,-0.42839995972059,0.170762311259937,-2.50875006645039,0.0181817169020875,ok,0.0367234678022361,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
State of Israel,85,Male,25-29 years,30,0.559763640232669,0.156600568676384,3.5744674809542,0.00129819974783083,ok,0.0037624972986473,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
State of Kuwait,145,Male,25-29 years,30,-0.164337629469014,0.18641286201989,-0.8815788121502,0.38551000591753,ok,0.485809847573399,Descriptive weighted country-age temporal correlations within Male (m=3468); not used to filter Figure 2E-F
